name,original_price,special_price,specification,description,original_fragrance,top_notes,middle_notes,base_notes,detail_url,gender,fragrance,brand,ml,discount_rate,price_per_ml
Burberry London 伦敦女性淡香精TESTER,5150.0,1350.0,100ml 原厂环保纸盒包装，无瓶盖,偶然在一间服饰店闻到的味道，每次买那间店的衣服都有这个香味，后来就爱上了。真的好喜欢～很知性成熟的女人味。温润的味道，暖而不腻，适合秋冬季节～～,花香调,克莱门氏小柑橘、英国蔷薇、忍冬,大溪地花朵、牡丹、茉莉,檀香木、麝香、广霍香,https://www.1976.com.tw/prod/3346,female,花香调,Burberry,100.0,73.79,13.5
Chloe Roses 玫瑰女性淡香水 TESTER,5100.0,2300.0,75ml 原厂环保纸盒包装，有瓶盖,非常柔美浪漫的玫瑰花香...气质女孩约会的好选择！随著撩动发际散发出时而甜美的香气，毫无粉味，就像是梳洗整齐后散发出的美好发香一般勾人心弦！,玫瑰花香调,玫瑰、佛手柑,大马士革玫瑰精油、玉兰花,白麝香、龙涎香,https://www.1976.com.tw/prod/11051,female,花香调,Chloe,75.0,54.9,30.67
YSL Libre 自由不羁女性淡香精(自由之香)迷你瓶,1000.0,650.0,7.5ml 抹式,瓶身大logo超高级～刚喷的时候有些中性，让人有一定距离感，接著会满满散发岀比较柔和的花香，适合职场女性或酷酷的女孩,东方花香调,柑橘、薰衣草、黑醋栗、苦橙叶,茉莉、橙花、薰衣草,雪松、龙涎香、麝香、香草,https://www.1976.com.tw/prod/19273,female,花香调,YSL,7.5,35.0,86.67
Guerlain Jardins de Bagatelle 娇兰百花乐园女性淡香精,6210.0,3580.0,75ml,气质很典雅的香味...虽然浓郁中带有几分厚重，但是当气味层递铺展开来的时候，竟又那么地清鲜明亮，仿佛阳光下的绿叶所反射的亮泽，那温柔的光晕，缭绕周身久久不去，还有几分氤氲雾气和水露的爽净，令人徜徉其中，回味再三...,花香调,佛手柑,茉莉、木兰花、栀子花、晚香玉、玫瑰、风信子、水仙花,木质调,https://www.1976.com.tw/prod/3848,female,花香调,Guerlain Jardins,75.0,42.35,47.73
Hermes Un Jardin sur le Nil 爱马仕尼罗河花园中性淡香水,2870.0,1680.0,30ml,这款是我的本命香！前调是一股酸涩的柚子皮，过渡到中调会散出牡丹、风信子带出的柔和感，很温柔、气质的感觉，后调则是以鸢尾及焚香收尾，会越闻越上瘾，感觉自己特别温暖。我觉得像在柑橘果园里增添一抹春日暖意。,花果清新调,胡萝卜、葡萄柚、蕃茄、绿芒果,橘子、牡丹、芦笔管、风信子、尼罗河睡莲,埃及无花果树、鸢尾花、肉桂、麝香、焚香,https://www.1976.com.tw/prod/2827,female,清新调,Hermes,30.0,41.46,56.0
Issey Miyake Rose & Rose 一生之水玫瑰玫瑰淡香精,2050.0,1180.0,25ml,覆盆子的酸甜融合玫瑰优雅的迷人风采，使得这支香闻起来是甜美的花果香~我很喜欢！喜欢甜甜玫瑰味的人不要错过。,玫瑰花香调,覆盆子,保加利亚玫瑰、千叶玫瑰精华,广藿香精华,https://www.1976.com.tw/prod/17280,female,花香调,Issey Miyake,25.0,42.44,47.2
Issey Miyake Rose & Rose 一生之水玫瑰玫瑰女性淡香精 TESTER,3950.0,1499.0,90ml 原厂环保纸盒包装，有瓶盖,原以为是很玫瑰的香味，却出乎意料是花果甜香，蛮像糖果的甜味；持香度很好，大概可以维持一整天。,玫瑰花香调,覆盆子,保加利亚玫瑰、千叶玫瑰精华,广藿香精华,https://www.1976.com.tw/prod/17946,female,花香调,Issey Miyake,90.0,62.05,16.66
Burberry My Burberry Blush 女性淡香精,3200.0,1499.0,30ml 无缎带,清新甜美的花果香，百闻不腻; 中、后调的香气更令人愉悦顺畅。仿牛角花纹的瓶盖，搭配简约大方的瓶身，增添了它的高雅风格与气息！,花果清新调,柠檬、石榴,玫瑰花瓣、青苹果、老鹳草,茉莉、紫藤,https://www.1976.com.tw/prod/15556,female,清新调,Burberry,30.0,53.16,49.97
Miss Dior Rose 迪奥漫舞玫瑰女性淡香水迷你瓶,600.0,460.0,5ml 抹式,今年新出的漫舞玫瑰，我去柜上试闻两次完全迷恋上这个香味，有别于以往的甜蜜花香味，多增添了活泼清新的玫瑰香调，适合约会及日常出门，让人想要靠近并且停留的无害香ʕ •ᴥ•ʔ虽然已经脱离学生，穿上瞬间还是年轻的想翩翩起舞啊～,玫瑰花香调,格拉斯玫瑰原精、大马士革玫瑰原精,义大利柑橘香精,白麝香,https://www.1976.com.tw/prod/18403,female,花香调,Dior,5.0,23.33,92.0
Salvatore Ferragamo Incanto Charms 甜心魔力女性淡香水,2900.0,999.0,100ml,花果香气很明显，浓郁香甜，这是我对于这个牌子的香水最深的印象。不过这瓶香水在夏天会很适合使用，不会过分甜腻,花果清新调,百香果、忍冬,茉莉花瓣、土耳其玫瑰,白麝香、阿米香树木,https://www.1976.com.tw/prod/3146,female,清新调,Salvatore Ferragamo Incanto Charms,100.0,65.55,9.99
Versace Dylan Turquoise 凡赛斯狄伦淡蓝女性淡香水,2100.0,1150.0,30ml,"是目前闻过最接近海洋的味道,好闻舒服凉爽感十足,一开始是柠檬的淡香味有点酸辣味,再接下来是凉白开加上一点塩巴味,化开后有薄荷的清香沁凉感,夏天最好最的香水",花果清新调,柠檬、柑橘、粉红胡椒,红心石榴、小苍兰、黑醋栗、茉莉,清新木质调、麝香、雪松,https://www.1976.com.tw/prod/19053,female,清新调,Versace,30.0,45.24,38.33
YSL Libre 自由不羁发香喷雾,2150.0,1750.0,30ml,创新的空气般配方，微妙地清新并为头发增添自由的香气。原味香水富含来自 YSL Ourika 社区花园的石榴提取物。该产品使头发更加明亮、柔软，并具有天然丝绸般的光泽。,东方花香调,柑橘、薰衣草、黑醋栗、苦橙叶,茉莉、橙花、薰衣草,雪松、龙涎香、麝香、香草,https://www.1976.com.tw/prod/21050,female,花香调,YSL,30.0,18.6,58.33
Issey Miyake Magnolia 三宅一生 一生之水木兰女性淡香水,3200.0,1650.0,50ml 效期至2026.04,水与花的明亮相遇 一生之水木兰女性淡香水，首次以真实且原始的木头制成瓶盖，让每一瓶香水都是独一无 二的存在。,水生花香调,佛手柑,水元素、木兰花,檀香,https://www.1976.com.tw/prod/20045,female,花香调,Issey Miyake,50.0,48.44,33.0
Anna Sui Thorn of a Rose 奇境梦游淡香精-蔷薇之棘,2300.0,1180.0,50ml,ANNA SUI 25周年，重磅推出【奇境梦游．香氛系列】一起在这趟未知的梦旅中尽情探索奇幻之境！蔷薇之棘：一款带有高级感的香调但又平易近人的香气,玫瑰花香调,柑橘、粉红胡椒,紫罗兰、大马士革玫瑰,焚香、广藿香,https://www.1976.com.tw/prod/22007,female,花香调,Anna Sui Thorn,50.0,48.7,23.6
Gucci Guilty 罪爱女性淡香水,2800.0,1490.0,30ml (黑长盒),Gucci 罪爱女性淡香水全新版本，献给启发于勇于追求自我和爱情自由的女性。 是一款与众不同的琥珀花香调香水，充满女性浪漫气息的淡紫色紫罗兰花瓣与柑橘味相结合，散发出浓郁而感性的气味。,东方花香调,柑桔、粉红胡椒,紫罗兰、蜜桃、覆盆子、天竺葵,广藿香、琥珀,https://www.1976.com.tw/prod/20067,female,花香调,Gucci,30.0,46.79,49.67
Guerlain Chamade 娇兰爱之鼓女性淡香水(2021),4950.0,3680.0,75ml,娇兰老香总令人迷恋，美丽的绿意花香，有浓浓皂感，尾调余韵嬝嬝，谜之魔力。,东方花香调,白松香、风信子,依兰依兰、黑醋栗花蕾、茉莉花,香草、檀香,https://www.1976.com.tw/prod/21901,female,花香调,Guerlain Chamade,75.0,25.66,49.07
Anna Sui Electric Whisper 奇境梦游淡香精-烁光唤语,2300.0,1180.0,50ml,ANNA SUI 25周年，重磅推出【奇境梦游．香氛系列】一起在这趟未知的梦旅中尽情探索奇幻之境！烁光唤语：一个充满自由灵魂的波西米亚风格梦想家,诱人美食调,佛手柑、黑醋栗、粉红胡椒,玫瑰、荔枝、芭乐、玉兰花,香根草、琥珀、广藿香、粉红糖,https://www.1976.com.tw/prod/22005,female,美食调,Anna Sui Electric Whisper,50.0,48.7,23.6
Gucci Guilty 罪爱女性淡香水 TESTER,5850.0,2050.0,90ml 原厂环保纸盒包装，有瓶盖,Gucci 罪爱女性淡香水全新版本，献给启发于勇于追求自我和爱情自由的女性。 是一款与众不同的琥珀花香调香水，充满女性浪漫气息的淡紫色紫罗兰花瓣与柑橘味相结合，散发出浓郁而感性的气味。,东方花香调,柑桔、粉红胡椒,紫罗兰、蜜桃、覆盆子、天竺葵,广藿香、琥珀,https://www.1976.com.tw/prod/20483,female,花香调,Gucci,90.0,64.96,22.78
YSL Libre Intense 自由不羁馥郁版女性淡香精,6800.0,4080.0,90ml,瓶身大logo超高级～刚喷的时候有些中性，让人有一定距离感，接著会满满散发岀比较柔和的花香，适合职场女性或酷酷的女孩,东方花香调,柑橘、薰衣草、佛手柑,茉莉、橙花、薰衣草、兰花,香根草、龙涎香、顿加豆、香草,https://www.1976.com.tw/prod/18653,female,花香调,YSL,90.0,40.0,45.33
Guerlain Lheure Bleue 蓝色时光女性淡香水(2021),4950.0,3121.0,75ml,各种香味微妙的达到神奇的平衡，低调又奢华，像秋天的夜晚，不是冷，是凉。,东方花香调,佛手柑、辛香料,康乃馨、橙花、玫瑰、晚香玉、紫罗兰,鸢尾花、安息香、香草、零陵香豆,https://www.1976.com.tw/prod/21893,female,花香调,Guerlain Lheure Bleue,75.0,36.95,41.61
Issey Miyake peony 三宅一生 一生之水牡丹女性淡香水,3200.0,1600.0,50ml,阳光奔放洒落于优雅高贵牡丹，绽放无与伦比的诱人魅力！调香师Marie Salamagne克服艰难挑战，以一生之水牡丹淡香水捕捉大自然中牡丹动人且难以驾驭的样貌。,木质花香调,牡丹花,白色覆盆子,雪松木,https://www.1976.com.tw/prod/21099,female,木质调,Issey Miyake,50.0,50.0,32.0
Versace Dylan Purple 凡赛斯狄伦紫女性淡香精,2400.0,1380.0,30ml,很棒的日常和办公室香味。明亮而不过度柑橘味。让我想起在微甜的秋风中吹出的泡泡。,柑橘花香调,苦橙、佛手柑、梨汁,紫色小苍兰、Pomarose®、Mahonial®,龙涎酮、雪松、Ambrofix™、Belambre®、Sylkolide®,https://www.1976.com.tw/prod/21167,female,柑橘调,Versace,30.0,42.5,46.0
Issey Miyake peony 三宅一生 一生之水牡丹女性淡香水 TESTER,4500.0,1550.0,100ml 原厂环保纸盒包装，有瓶盖,阳光奔放洒落于优雅高贵牡丹，绽放无与伦比的诱人魅力！调香师Marie Salamagne克服艰难挑战，以一生之水牡丹淡香水捕捉大自然中牡丹动人且难以驾驭的样貌。,木质花香调,牡丹花,白色覆盆子,雪松木,https://www.1976.com.tw/prod/21451,female,木质调,Issey Miyake,100.0,65.56,15.5
Versace Dylan Purple 凡赛斯狄伦紫女性淡香精迷你瓶,800.0,240.0,5ml 抹式,很棒的日常和办公室香味。明亮而不过度柑橘味。让我想起在微甜的秋风中吹出的泡泡。,柑橘花香调,苦橙、佛手柑、梨汁,紫色小苍兰、Pomarose®、Mahonial®,龙涎酮、雪松、Ambrofix™、Belambre®、Sylkolide®,https://www.1976.com.tw/prod/21168,female,柑橘调,Versace,5.0,70.0,48.0
Chanel Gardenia 香奈儿精品香水 栀子花淡香水迷你瓶,1990.0,899.0,4ml 抹式,山茶花，完美的花朵，令人忘却它芬芳的优雅。它是可可·香奈儿的象征，她以山茶花的形象调制了一款香水，并命名为GARDÉNIA。一款清新感性的花蜜。,花香调,绿叶,栀子花、果香、椰子,香草,https://www.1976.com.tw/prod/23115,female,花香调,Chanel,4.0,54.82,224.75
CLEAN Rain 女性淡香精,1800.0,950.0,30ml,清澈、透明的一款香水，如同它的名字一样干净，瓜味明显也略带点甜味，喜欢水生调或是瓜味的可以入手!! 2012上市而我现在才入手到，有种相见恨晚的感觉，而且品牌不算很大众,水生花香调,清新瓜香、黄水仙花、水生薄荷,雏菊、睡莲、紫罗兰叶,麝香、柔和木香,https://www.1976.com.tw/prod/10205,female,花香调,,30.0,47.22,31.67
GUERLAIN Idylle 娇兰甜蜜情人女性淡香精,6210.0,3150.0,75ml 效期至2026.12,我拥有娇兰第一代的花草水语(牡丹)，与现行淡雅版本不同，是相当丰富的花香，可惜绝版。但是最近我反而在专柜闻到这款甜蜜情人淡香精，虽然香调中并没有牡丹，二者却非常接近，相当有女人味，虽然是淡香精，却不会过于浓烈，日间夜晚都适合。,花香调,铃兰、牡丹、小苍兰、白丁香,茉莉花、保加利亚玫瑰,广藿香、白麝香,https://www.1976.com.tw/prod/20508,female,花香调,,75.0,49.28,42.0
Anna Sui Utopia Mist 奇境梦游淡香精- 迷雾乌托邦,2300.0,1180.0,50ml,ANNA SUI 25周年，重磅推出【奇境梦游．香氛系列】一起在这趟未知的梦旅中尽情探索奇幻之境！月光细语：带有温暖白麝香的花香气息,花果甜美调,番红花、粉红胡椒、柚子,覆盆子花、鸢尾花、午夜紫罗兰,粉红糖、零陵香豆、喀什米尔木,https://www.1976.com.tw/prod/22009,female,果香调,Anna Sui Utopia Mist,50.0,48.7,23.6
CLEAN Rain 女性淡香精 TESTER,2650.0,1199.0,60ml 原厂环保纸盒包装，无瓶盖,在PTT风评可以媲美JM的蓝风铃的香水就是这款CLEAN的Rain，在杂志上也看到介绍这一款香水为值得购入的香水之一，很喜欢这特别的瓜果味，可以算是一款非常完美清新的瓜味香水,水生花香调,清新瓜香、黄水仙花、水生薄荷,雏菊、睡莲、紫罗兰叶,麝香、柔和木香,https://www.1976.com.tw/prod/15582,female,花香调,,60.0,54.75,19.98
Issey Miyake peony 三宅一生 一生之水牡丹女性淡香水行动香氛,1000.0,780.0,10ml,阳光奔放洒落于优雅高贵牡丹，绽放无与伦比的诱人魅力！调香师Marie Salamagne克服艰难挑战，以一生之水牡丹淡香水捕捉大自然中牡丹动人且难以驾驭的样貌。,木质花香调,牡丹花,白色覆盆子,雪松木,https://www.1976.com.tw/prod/23150,female,木质调,Issey Miyake,10.0,22.0,78.0
Gucci Guilty 罪爱女性淡香精(2021),4800.0,1680.0,50ml (白盒),Gucci 在2021年更换了 Guilty 女香的包装，以经典细长瓶形像设计出的女性气质，并用金属玫瑰粉色调呈现，配上同样颜色的金属盖，半透明玻璃可以展露出香水本身的粉嫩梦幻色彩。,东方花香调,橘子、粉红胡椒、香柠檬,天竺葵、桃、紫丁香、黑醋栗、茉莉,广藿香、麝香、香荚兰、白麝香,https://www.1976.com.tw/prod/19297,female,花香调,Gucci,50.0,65.0,33.6
Chloe Nomade Nuit d’Egypte 芳心之旅夜幕精粹女性淡香精,3700.0,1976.0,30ml,香甜的香草橙花+kyphi，非常奇特的香味，非常罕见不会撞香，跟Chloe其他系列的味道，辨识度极高，带著轻微的复古气息和深度。,东方花香调,没药、树脂、姜、肉桂,橙花、金雀花、kyphi,香草、香脂、琥珀、纸莎草,https://www.1976.com.tw/prod/21851,female,花香调,Chloe,30.0,46.59,65.87
YSL Libre Flowers & Flames 自由不羁恣意燃花淡香精,5300.0,3180.0,50ml,LIBRE FLOWERS & FLAMES 是一款全新的性感花香。对 Libre 性感温暖的重新诠释，来自沙漠的热情而有力的百合与阳光和奶油般的可可棕榈树花相融合，散发出炽热而舒适的香气。,花香调,沙漠百合、薰衣草、佛手柑,椰子、棕榈花、橙花、晚香玉,香草、麝香,https://www.1976.com.tw/prod/22339,female,花香调,YSL,50.0,40.0,63.6
Guerlain Champs Elysees 香榭里舍女性香水(新瓶身),4950.0,3200.0,75ml 淡香水,透明典雅的白花香气穿透力强烈且辨识度十分高，中味渐渐从花香中隐约透出娇兰特有的古老气息十分经典的好香。,花香调,玫瑰花瓣、含羞草叶,含羞草、黑醋栗、醉鱼草,木槿、香草、杏树、芙蓉籽,https://www.1976.com.tw/prod/19180,female,花香调,Guerlain Champs Elysees,75.0,35.35,42.67
Giorgio Armani My Way 女性淡香精,3100.0,2250.0,30ml,韩国艺人金世正爱用香水，甜美又阳光的气息，金世正甚至会放在包包里随身补香！,柑橘花香调,橙花、佛手柑,晚香玉、印度茉莉,白麝香、马达加斯加香草、弗吉尼亚雪松,https://www.1976.com.tw/prod/18982,female,柑橘调,Armani,30.0,27.42,75.0
Chloe Nomade Nuit d’Egypte 芳心之旅夜幕精粹女性淡香精 TESTER,6600.0,2650.0,75ml 原厂环保纸盒包装，有瓶盖,香甜的香草橙花+kyphi，非常奇特的香味，非常罕见不会撞香，跟Chloe其他系列的味道，辨识度极高，带著轻微的复古气息和深度。,东方花香调,没药、树脂、姜、肉桂,橙花、金雀花、kyphi,香草、香脂、琥珀、纸莎草,https://www.1976.com.tw/prod/21993,female,花香调,Chloe,75.0,59.85,35.33
Gucci Guilty 罪爱女性淡香精 TESTER,6500.0,2121.0,90ml 原厂环保纸盒包装，内容与正货相同,Gucci 在2021年更换了 Guilty 女香的包装，以经典细长瓶形像设计出的女性气质，并用金属玫瑰粉色调呈现，配上同样颜色的金属盖，半透明玻璃可以展露出香水本身的粉嫩梦幻色彩。,东方花香调,橘子、粉红胡椒、香柠檬,天竺葵、桃、紫丁香、黑醋栗、茉莉,广藿香、麝香、香荚兰、白麝香,https://www.1976.com.tw/prod/22912,female,花香调,Gucci,90.0,67.37,23.57
Tous 淘气小熊女性淡香水,2580.0,1212.0,90ml,觉得像洗完澡一样，很放松，喷了之后都被男友抱紧紧，是我睡觉常用香水第一名,草香清新调,紫罗兰、黑醋栗、紫罗兰叶、佛手柑、胡荽,白茉莉、黄牡丹、玫瑰、栀子花,白麝香、摩洛哥西洋杉木、鸢尾花,https://www.1976.com.tw/prod/3849,female,清新调,Tous,90.0,53.02,13.47
Anna Sui Dew Fields 奇境梦游淡香精- 绿野之露,2300.0,1180.0,50ml,ANNA SUI 25周年，重磅推出【奇境梦游．香氛系列】一起在这趟未知的梦旅中尽情探索奇幻之境！绿野之露：一个带有清晨那干净清新的大地气息，同时保有花香的浪漫,茶香清新调,绿茶、黑醋栗、柠檬,牡丹、仙客来、玫瑰,檀香、粉红麝香,https://www.1976.com.tw/prod/22006,female,清新调,Anna Sui Dew Fields,50.0,48.7,23.6
YSL Libre L'Absolu Platine 自由不羁冷冽铂金限量版女性淡香精,6200.0,3720.0,50ml,简练却充满新意的瓶身缀以金色颈圈设计成为视觉焦点 。堪称艺术杰作的奢华瓶身内以银色的铂金包覆，邀妳踏进似幻似真的梦境；而奢华经典的 YSL LOGO则是最令人可望的性感标志。,东方花香调,醛、佛手柑、柑橘,白色薰衣草、蓝色薰衣草、橙花,香草、琥珀,https://www.1976.com.tw/prod/21158,female,花香调,YSL,50.0,40.0,74.4
Elizabeth Arden White Tea 雅顿白茶女性淡香水,2000.0,999.0,100ml,早已听说雅顿白茶非常好闻，直到自己入手后，才了解这款香水真的如他人分享的那般气质优雅，没有过分的侵略性，仿佛温柔的微风拂过，让人沈浸在白茶的世界里,草香清新调,义大利甜橙、快乐鼠尾草、海洋微风、日本白蕨,白茶、巴拉圭马黛茶、白鸢尾花、胡桃,马德拉斯木、黄葵籽、东加豆、琥珀木香、麝香三重奏,https://www.1976.com.tw/prod/15028,female,清新调,Elizabeth Arden White Tea,100.0,50.05,9.99
Chanel Gabrielle 香奈儿嘉柏丽女性淡香精,4950.0,4200.0,50ml,前面有浓郁的皂香、中调有馥郁的花香、有闻到晚香玉的味道、是一只好香、就是太贵了、微甜确又不腻人、没有想像中浓郁、很有深度的香水,柑橘花香调,柑橘、葡萄柚、黑醋栗,晚香玉、依兰、茉莉、橙花,檀香、麝香,https://www.1976.com.tw/prod/15522,female,柑橘调,Chanel,50.0,15.15,84.0
Versace Dylan Blue 凡赛斯狄伦女神女性淡香精,2480.0,1450.0,30ml,太惊艳！绝对适合轻熟女以上年纪的味道，舒服不刺鼻、高贵优雅、甜而不腻！包装也美美的，适合送给女友或追求者！,草香清新调,黑醋栗、翠玉苹果、三叶草、勿忘花、紫苏叶,香叶蔷薇、浅粉玫瑰、柠檬玫瑰、蜜桃冰沙、茉莉花,安息香、纯白森林木、麝香、广藿香,https://www.1976.com.tw/prod/16145,female,清新调,Versace,30.0,41.53,48.33
Issey Miyake Pure Nectar 三宅一生 一生之水绽放女性淡香水,3800.0,1976.0,90ml,带点气泡酒的微醺感，闻起来微甜，但不是小女孩的那种甜腻，是很舒服清新，又有女人味的一款香水这瓶味道让我一闻就爱上，真的很适合约会的时候喷,木质花香调,水梨、蜂蜜,玫瑰、檀木香,龙涎香、喀什米尔木,https://www.1976.com.tw/prod/16722,female,木质调,Issey Miyake,90.0,48.0,21.96
Elizabeth Arden White Tea 雅顿白茶女性淡香水 TESTER,2000.0,850.0,100ml 原厂环保纸盒包装，无瓶盖,我超级喜欢这一罐!!!我回购两次!!香味非常高雅，知性少女还是成熟女性都可以用。我也会推荐其他朋友，穿上觉得气质很加分!!!这个要买就买最大罐，我之前好像不小心买成50ML，就要600-700!!!各位一定要买100ML~,草香清新调,义大利甜橙、快乐鼠尾草、海洋微风、日本白蕨,白茶、巴拉圭马黛茶、白鸢尾花、胡桃,马德拉斯木、黄葵籽、东加豆、琥珀木香、麝香三重奏,https://www.1976.com.tw/prod/15306,female,清新调,Elizabeth Arden White Tea,100.0,57.5,8.5
PRADA Infusion de Rose 玫瑰精粹女性淡香精 TESTER,7600.0,3350.0,100ml 原厂环保纸盒包装，有瓶盖 2019.08出厂,味道轻轻的。淡淡的。我个人觉得玫瑰味不是太重。因为。我是喜欢玫瑰味浓一点的。不过轻淡的花香味仍然很好闻喔 ！,玫瑰花香调,保加利亚玫瑰、土耳其玫瑰花瓣,橙花、柑橘,白松香,https://www.1976.com.tw/prod/16372,female,花香调,,100.0,55.92,33.5
Versace Dylan Blue 凡赛斯狄伦女神女性淡香精 TESTER,4280.0,1980.0,100ml 原厂环保纸盒包装，有瓶盖,看包装以为是艳香，但完全不是，喷多些时是较甜的味道，喷少点是刚洗完澡的香味，舒服不刺激的味道，有是一瓶有青春感觉的香水。,草香清新调,黑醋栗、翠玉苹果、三叶草、勿忘花、紫苏叶,香叶蔷薇、浅粉玫瑰、柠檬玫瑰、蜜桃冰沙、茉莉花,安息香、纯白森林木、麝香、广藿香,https://www.1976.com.tw/prod/17271,female,清新调,Versace,100.0,53.74,19.8
Giorgio Armani My Way 女性淡香精行动香水,1500.0,950.0,15ml 喷式,韩国艺人金世正爱用香水，甜美又阳光的气息，金世正甚至会放在包包里随身补香！,柑橘花香调,橙花、佛手柑,晚香玉、印度茉莉,白麝香、马达加斯加香草、弗吉尼亚雪松,https://www.1976.com.tw/prod/22972,female,柑橘调,Armani,15.0,36.67,63.33
Chloe Nomade Nuit d’Egypte 芳心之旅夜幕精粹女性淡香精迷你瓶,800.0,420.0,5ml 抹式,香甜的香草橙花+kyphi，非常奇特的香味，非常罕见不会撞香，跟Chloe其他系列的味道，辨识度极高，带著轻微的复古气息和深度。,东方花香调,没药、树脂、姜、肉桂,橙花、金雀花、kyphi,香草、香脂、琥珀、纸莎草,https://www.1976.com.tw/prod/23126,female,花香调,Chloe,5.0,47.5,84.0
Jo Malone 英国梨与小苍兰香水-English Pear & Freesia (圣诞限定版),5800.0,3750.0,100ml,梨子的味道不似小苍兰突出，花香味的扩香能力较强，整体的搭配相当有气质，但也不会到强大的气场，而是柔和的光环，让周边的人可以感受到端庄的氛围，却不会过于俗气或攻击性。,花果清新调,哈密瓜、梨,小苍兰、玫瑰,广藿香、琥珀、白麝香、大黄,https://www.1976.com.tw/prod/23073,female,清新调,Jo Malone,100.0,35.34,37.5
Ferragamo Incanto 美梦成真女性淡香精,4200.0,1350.0,100ml,这款香水就像它的瓶身造型，纯粹干净，是位举止得体，温暖安定的轻熟女，让人想紧紧拥入怀里。,木质花香调,洋李、水蜜桃、牙买加胡椒,红色百合、琥珀籽、牡丹、茉莉花,琥珀、檀香、白麝香,https://www.1976.com.tw/prod/3208,female,木质调,Ferragamo Incanto,100.0,67.86,13.5
Chloe Nomade Lumiere d'Egypte 芳心之旅湛影女性淡香精迷你瓶,800.0,390.0,5ml 抹式,香气由黎明绽放的蓝莲花揭开序幕，融合甜美茉莉与kyphi古香料的神秘香气，并透过粉红莓果与艾勒米精油堆叠层次，绽放温润的矿物质气息。,东方花香调,莲花,茉莉、粉红胡椒、榄香脂,没药、肉桂、檀香、奇斐,https://www.1976.com.tw/prod/22821,female,花香调,Chloe,5.0,51.25,78.0
Anna Sui Mystic Luna奇境梦游淡香精- 月光细语,2300.0,1180.0,50ml,是温暖的花香加白麝香，很像契尔式的白麝香，是非常耐闻且经典的味道， 不管男生女生都很适合这款香水,花香调,佛手柑、杜松子,格拉斯玫瑰、茉莉,降龙涎香醚、琥珀,https://www.1976.com.tw/prod/22008,female,花香调,Anna Sui Mystic Luna,50.0,48.7,23.6
Salvatore Ferragamo 经典同名女性淡香精版本,4200.0,1976.0,100ml,较为浓厚但闻起来温顺的花香调，中味留香颇久的玫瑰味像个小女人，最喜欢后味的淡甜，适合当睡香或冬天使用的香水,玫瑰花香调,大茴香、橙花油、肉桂精、黑栗酒,鸢尾、玫瑰、芍药、肉豆蔻、胡椒,覆盆子、杏仁、麝香,https://www.1976.com.tw/prod/2766,female,花香调,Salvatore Ferragamo,100.0,52.95,19.76
Chanel Gabrielle Essence 香奈儿嘉柏丽琉金女性淡香精,4950.0,4200.0,50ml,像是女强人般的气息，成熟内敛又兼具高贵气质的香味，持香度及扩香能力都极佳，花香味非常浓郁。,柑橘花香调,柑橘、苦橙叶、桃子、黑醋栗、红浆果,晚香玉、依兰、茉莉、橙花、椰子、白色花朵,檀香、麝香、香草,https://www.1976.com.tw/prod/17307,female,柑橘调,Chanel,50.0,15.15,84.0
Gucci Guilty Elixir de Parfum 罪爱女性香精,6250.0,2550.0,60ml,精致的紫藤花香调和曼陀罗的果香完美融合，与诱人的香草气息、香豆树的豆子共舞，创造出一款既神秘又吸引人的香气。玫瑰和紫罗兰香调提升了香气，为其优雅的性感注入四射的光芒。,东方花香调,紫藤花,香草,荳蔻,https://www.1976.com.tw/prod/22850,female,花香调,Gucci,60.0,59.2,42.5
YSL Opium 鸦片女性淡香水 (2010新款瓶身),6000.0,3600.0,90ml,一款相当具有东方韵味的香水，浓郁的东方花香调非常有诱惑人的魔力，味道上较为成熟华丽，但不会给人做作俗艳的感觉，很适合出席大场面时候用，相当经典、难忘的味道，即使用了其他香水，记忆中仍有她的一席之地。,东方花香调,柑橘、佛手柑,野百合、茉莉、康乃馨,香草、广藿香、琥珀,https://www.1976.com.tw/prod/7684,female,花香调,YSL,90.0,40.0,40.0
Versace Eros 凡赛斯艾诺斯爱神女性淡香水,3880.0,2121.0,100ml,这支从杂志上拿到试用品后就非常喜欢，趁1976有特价就马上下手了。除了外包装真的闪闪发光迷死人不偿命外，气味也是超棒的！是很有质感的气质女香，自信、光采、动人，跟瓶身相呼应的恰到好处。,柑橘花香调,西西里柠檬、佛手柑、覆盆莓、白醋栗,小苍兰、木兰花、橙花、茉莉,龙涎香、性感木质香、白广藿香、麝香,https://www.1976.com.tw/prod/14652,female,柑橘调,Versace,100.0,45.34,21.21
Giorgio Armani My Way Floral 晨露清新版女性淡香精,4500.0,2890.0,50ml,甜美、干净、清新，后调带有淡淡的果香和花香。漂亮的香味唤起幸福的感觉，完美的春夏香水！,柑橘花香调,义大利青柠、埃及橙花、苦橙,印度晚香玉、突尼西亚橙花,白麝香、香草,https://www.1976.com.tw/prod/20823,female,柑橘调,Armani,50.0,35.78,57.8
